,Title,Rating,Review Date,Review
2566,Ads,2,2/19/2021 15:40,I’ve had SoundCloud since 2016 I had go when it was $10 now that the price went up I got kicked . But I’m still getting charged $10 for features I can’t even use not to mention it totally messed up my account.
2567,Miss Tosh,5,2/1/2021 15:58,Listen and learn explore new genres while you clean or cook then playback the choice bits when friends visit
2568,SoundCloud is the best,5,12/20/2020 5:29,Soundcloud has all of the songs that you need it’s the best app to listen to the music you like
2569,🥰,5,11/24/2020 8:22,"I’m on the student plan, and I love that all tracks I liked are immediately downloaded and no ads!"
2570,App problems,3,12/10/2020 16:31,The only problems I have with the app ever is that is always closes out on its own when you are listening to it randomly.
2571,Happy,5,11/14/2020 18:48,I’m really happy with this app we can play music we want and not pay I really like this app hope it stays this way.
2572,"Songs You Think of, they gots you.",5,11/7/2020 5:05,I can literally think of songs and they got it.
2573,Yess,5,10/26/2020 0:45,Great platform to get you started. Make sure you monetize your music! Moved quick in the ranks through SoundCloud
2574,Good! ❤️,5,10/22/2020 5:44,It’s very good if you like finding or listening to new songs. I recommend it to you guys who see this review
2575,Great app,5,8/22/2020 17:25,I can play music but sone music you can’t play because you need the premium but i can play most of the music I want when I want
2576,Track Description,4,10/20/2020 12:02,I am unable to view tracks description via the app on iOS. Is there any solution?
2577,Rename playlist,4,10/18/2020 13:30,Let us rename our playlist on phone so we don’t have to make a new playlist
2578,too many ads,3,9/25/2020 21:35,"would have rated 5 stars but the ads are repetitive and constantly interruptive, it can be annoying when I just wanna listen to music and chill."
2579,BTS,5,6/30/2020 22:25,"I can listen to songs even Apple Music doesn’t have, which makes me impressed of this app!!! 😍"
2580,Confused,3,8/21/2020 19:38,For some reason it won’t send any information to my email so I can make an actual accountI’m confused why because I’ve had the app over so many amount of years and this problem just started
2581,Plz read,3,8/9/2020 5:37,"I don’t know why but their must be a glitch because all the sudden every song on SoundCloud is for go plus and then it went away, now it’s back could u please fix this please or I’ll go somewhere else"
2582,Love it,5,6/29/2020 15:37,An amazing app but could use the latest country songs though like gold mine and things like that
2583,Amazing,5,6/22/2020 14:22,This app helps you play music with your phone off   For free but I recommend buying there other version
2584,Awsome app!,5,4/25/2020 5:15,"As I am an, animator, YouTuber, and artist it’s boring to listen to dead silence! But with SoundCloud you can listen to all kinds of music! From; cavetown this is home, all the way to bloom and much more!"
2585,Review,2,6/18/2020 22:05,Sound cloud was my favorite app to use not have to have a plus version or whatever they are called. But now the playlist and all music I’ve been listening to is now a SoundCloud go+ song? That just made the app a no for me since I don’t have the money to pay for it.
2586,Really love soundcloud but it have been glitching a lot recently,4,6/10/2020 8:26,Soundcloud is a great app but recently it glitches almost every time i’m on the app scrolling through music. Please fix this.
2587,Songs,4,4/27/2020 19:33,I love this app it just that it will be better if you can organize your songs and put them where you want to
2588,Sc is my fav music app,5,4/22/2020 2:11,Please lets keep it how it is now... it’s horrible when people don’t understand the concept of if it’s not broke don’t fix it
2589,I like it,5,3/18/2020 23:53,I like it but I was thinking that maybe you could put a skip button on the adds🤨
2590,SoundCloud technical issues,1,3/20/2020 0:18,"I made an account today for my band and after some time of using the app I went to reopen the app later, It said I had to log back in so I did and it said error I tried to reset my password and it said error every option it gave me said error. I still cannot get into my account."
2591,Fire🔥🔥,5,3/18/2020 18:24,Has good music every rapper I listen to and if you wanna sing you can upload your music here
2592,Best music app,5,2/25/2020 2:00,Use this app everyday has very good content for any type of music. Would definitely recommend.
2593,Freezing and skipping when first opening app,1,2/28/2020 17:49,Every time I go to my private playlist it freezes for no reason and it stops my music from playing I reset my phone many times I called a provider and nothing has worked so far this started happening yesterday.
2594,Great music app,3,2/25/2020 17:25,A good music app but they lowkey should make it so you can play on multiple devices  in your liked list because it tweak when me and my girlfriend are on our playlist  that’s the only real reason I can’t give it 5 stars .
2595,Easy to find episodes,5,2/18/2020 10:50,Talks about things that people need to see and understand.
2596,Profile Issues,3,2/14/2020 3:06,I love the app but every time I click on the profile or library icon the app crashes and it’s very annoying. If anyone has any suggestions to fix this it would be appreciated.
2597,Life though Music!,5,7/2/2022 21:03,The sound quality is great and very easy to find great artists like..Jaye Cane ..On The Radio.. check it out!
2598,Update is trash,3,8/25/2022 2:27,When I do a search in the song pops up I can’t even click on it or open it new bugs in the new application this is trash otherwise I’d love this app.
2599,Greedy developers,1,8/22/2022 2:15,The app has had the same problems and glitches for years that are never fixed. Ive used it for 10 years and now the developers send of barrage of advertisements and then want to charge you for searching songs. Awful
2600,Review,1,8/18/2022 19:39,"SoundCloud is getting worse and worse by the day. All I want to do is play music but I’m bombarded with ads, some being 30 seconds long, two in a row. Almost at the point I just want to delete the app completely, please do something this is getting ridiculous"
2601,Profile won’t load,2,7/10/2022 21:26,Whatever happened in his last update cause a pretty significant bug where I can no longer load my profile or anybody else’s profile page
2602,Amazing!🤩,5,6/7/2022 3:56,"SoundCloud makes it easy to upload my tracks, and has a lot of good recommendations, 5 stars!"
2603,What is going on,2,6/13/2022 14:12,I had this app since 2018 and then all of a sudden I can’t listen to half of the songs that I own in my playlist. Even with strong Internet it’s still refuses to work properly. So please fix this problem.
2604,Bugs,3,6/13/2022 13:47,Like the app it’s worked well until recently randomly today I can’t search music and some of the songs I have aren’t working
2605,Why,3,6/11/2022 21:51,I used soundcloud for 2 yrs with no issue but after the latest update i cant get through 1 song without it crashing 5 stars if fixed
2606,Great but glitch,4,6/11/2022 18:58,"Amazing app, love the new style, but any time I try to choose a specific song from my playlist it chooses the song above it. Plz fix!!"
2607,Must have app,5,2/11/2022 1:45,SoundCloud has always been a clutch app to find original and new material.
2608,Can’t log in into the same account,2,5/2/2022 1:28,"I can’t sign in the same account into my device. I have many device like ipad and samsung but they can’t sign in. 
I have to create another account and redownload same song again? 
No No No"
2609,We need a re play button,4,1/30/2022 5:29,Ok so sound cloud is great but we need a replay button not the ob song only the whole play list
2610,Oh,4,11/30/2021 7:54,I been listening to songs and the apps good but some of my songs are geting deleted maybe check it out
